Date,Province_State,mobility_retail,mobility_grocery,mobility_parks,mobility_transit,mobility_work,mobility_residential
2022-03-19,Kerala,19.0,79.0,86.0,28.0,49.0,20.0
2022-03-20,Kerala,21.0,76.0,102.0,29.0,49.0,21.0
2022-03-21,Kerala,26.0,78.0,119.0,34.0,38.0,21.0
2022-03-22,Kerala,27.0,78.0,116.0,35.0,33.0,21.0
2022-03-23,Kerala,27.0,80.0,114.0,35.0,33.0,21.0
2022-03-24,Kerala,22.0,76.0,107.0,27.0,28.0,23.0
2022-03-25,Kerala,29.0,82.0,89.0,27.0,32.0,22.0
2022-03-26,Kerala,25.0,87.0,88.0,30.0,46.0,19.0
2022-03-27,Kerala,32.0,103.0,102.0,34.0,66.0,17.0
2022-03-28,Kerala,-42.0,-21.0,86.0,-21.0,-39.0,41.0
2022-03-29,Kerala,-26.0,2.0,95.0,-9.0,-33.0,36.0
2022-03-30,Kerala,39.0,105.0,119.0,46.0,33.0,17.0
2022-03-31,Kerala,32.0,92.0,116.0,38.0,34.0,19.0
2022-04-01,Kerala,23.0,83.0,92.0,29.0,33.0,22.0
2022-04-02,Kerala,24.0,92.0,89.0,31.0,49.0,18.0
2022-04-03,Kerala,11.0,76.0,85.0,23.0,47.0,22.0
2022-04-04,Kerala,20.0,78.0,116.0,29.0,26.0,22.0
2022-04-05,Kerala,23.0,78.0,114.0,32.0,23.0,21.0
2022-04-06,Kerala,18.0,70.0,109.0,31.0,22.0,22.0
2022-04-07,Kerala,23.0,84.0,111.0,33.0,24.0,20.0
2022-04-08,Kerala,15.0,72.0,82.0,26.0,27.0,23.0
2022-04-09,Kerala,13.0,73.0,80.0,23.0,20.0,23.0
2022-04-10,Kerala,16.0,79.0,89.0,25.0,47.0,21.0
2022-04-11,Kerala,25.0,82.0,116.0,32.0,28.0,22.0
2022-04-12,Kerala,29.0,86.0,115.0,37.0,22.0,21.0
2022-04-13,Kerala,46.0,108.0,128.0,52.0,21.0,18.0
2022-04-14,Kerala,49.0,122.0,139.0,47.0,-13.0,23.0
2022-04-15,Kerala,3.0,39.0,134.0,15.0,-50.0,31.0
2022-04-16,Kerala,30.0,91.0,112.0,33.0,14.0,20.0
2022-04-17,Kerala,20.0,63.0,107.0,31.0,32.0,19.0
2022-04-18,Kerala,33.0,78.0,127.0,39.0,21.0,20.0
2022-04-19,Kerala,31.0,77.0,122.0,37.0,21.0,21.0
2022-04-20,Kerala,33.0,82.0,122.0,38.0,21.0,21.0
2022-04-21,Kerala,28.0,79.0,116.0,34.0,21.0,22.0
2022-04-22,Kerala,24.0,81.0,94.0,30.0,26.0,22.0
2022-04-23,Kerala,19.0,74.0,88.0,29.0,34.0,20.0
2022-04-24,Kerala,25.0,82.0,100.0,30.0,50.0,20.0
2022-04-25,Kerala,31.0,85.0,124.0,35.0,27.0,22.0
2022-04-26,Kerala,32.0,84.0,120.0,36.0,23.0,22.0
2022-04-27,Kerala,34.0,90.0,123.0,38.0,23.0,21.0
2022-04-28,Kerala,30.0,81.0,113.0,33.0,21.0,22.0
2022-04-29,Kerala,31.0,88.0,95.0,33.0,27.0,22.0
2022-04-30,Kerala,32.0,95.0,96.0,38.0,43.0,18.0
2022-05-01,Kerala,37.0,103.0,109.0,37.0,51.0,19.0
2022-05-02,Kerala,44.0,99.0,144.0,33.0,-11.0,26.0
2022-05-03,Kerala,33.0,74.0,175.0,36.0,-26.0,24.0
2022-05-04,Kerala,43.0,96.0,146.0,46.0,12.0,17.0
2022-05-05,Kerala,42.0,96.0,131.0,42.0,20.0,18.0
2022-05-06,Kerala,40.0,95.0,105.0,35.0,25.0,20.0
2022-05-07,Kerala,33.0,90.0,102.0,37.0,40.0,17.0
2022-05-08,Kerala,35.0,82.0,118.0,35.0,47.0,18.0
2022-05-09,Kerala,37.0,87.0,134.0,38.0,26.0,20.0
2022-05-10,Kerala,35.0,80.0,144.0,41.0,17.0,20.0
2022-05-11,Kerala,34.0,86.0,132.0,42.0,19.0,19.0
2022-05-12,Kerala,28.0,77.0,120.0,38.0,19.0,20.0
2022-05-13,Kerala,32.0,89.0,105.0,37.0,25.0,20.0
2022-05-14,Kerala,22.0,75.0,96.0,31.0,17.0,21.0
2022-05-15,Kerala,22.0,72.0,101.0,32.0,41.0,20.0
2022-05-16,Kerala,28.0,77.0,123.0,36.0,22.0,22.0
2022-05-17,Kerala,28.0,78.0,119.0,36.0,20.0,22.0
2022-05-18,Kerala,25.0,74.0,112.0,34.0,20.0,23.0
2022-05-19,Kerala,26.0,80.0,111.0,34.0,20.0,23.0
2022-05-20,Kerala,25.0,80.0,95.0,32.0,26.0,22.0
2022-05-21,Kerala,23.0,82.0,93.0,33.0,40.0,20.0
2022-05-22,Kerala,23.0,76.0,101.0,31.0,44.0,21.0
2022-05-23,Kerala,33.0,85.0,131.0,39.0,26.0,21.0
2022-05-24,Kerala,33.0,83.0,127.0,40.0,21.0,21.0
2022-05-25,Kerala,36.0,87.0,131.0,42.0,21.0,20.0
2022-05-26,Kerala,32.0,83.0,125.0,39.0,21.0,21.0
2022-05-27,Kerala,31.0,88.0,105.0,36.0,27.0,21.0
2022-05-28,Kerala,27.0,87.0,101.0,35.0,37.0,19.0
2022-05-29,Kerala,26.0,83.0,113.0,33.0,51.0,20.0
2022-05-30,Kerala,38.0,95.0,137.0,42.0,28.0,20.0
2022-05-31,Kerala,40.0,100.0,133.0,46.0,25.0,19.0
2022-06-01,Kerala,33.0,99.0,126.0,43.0,27.0,20.0
2022-06-02,Kerala,30.0,93.0,117.0,39.0,31.0,21.0
2022-06-03,Kerala,32.0,86.0,95.0,34.0,35.0,21.0
2022-06-04,Kerala,32.0,92.0,95.0,35.0,46.0,19.0
2022-06-05,Kerala,30.0,87.0,105.0,31.0,53.0,21.0
2022-06-06,Kerala,36.0,91.0,127.0,40.0,33.0,20.0
2022-06-07,Kerala,35.0,88.0,120.0,40.0,29.0,21.0
2022-06-08,Kerala,36.0,91.0,121.0,42.0,29.0,20.0
2022-06-09,Kerala,32.0,89.0,117.0,40.0,30.0,21.0
2022-06-10,Kerala,28.0,85.0,96.0,36.0,32.0,22.0
2022-06-11,Kerala,27.0,86.0,96.0,32.0,21.0,22.0
2022-06-12,Kerala,19.0,75.0,96.0,27.0,46.0,22.0
2022-06-13,Kerala,31.0,90.0,124.0,40.0,33.0,21.0
2022-06-14,Kerala,29.0,84.0,117.0,38.0,29.0,22.0
2022-06-15,Kerala,27.0,81.0,115.0,38.0,30.0,22.0
2022-06-16,Kerala,22.0,77.0,106.0,31.0,27.0,24.0
2022-06-17,Kerala,24.0,81.0,89.0,32.0,35.0,23.0
2022-06-18,Kerala,25.0,87.0,91.0,32.0,44.0,21.0
2022-06-19,Kerala,24.0,83.0,104.0,29.0,51.0,22.0
2022-06-20,Kerala,28.0,83.0,119.0,35.0,36.0,23.0
2022-06-21,Kerala,27.0,79.0,113.0,35.0,31.0,23.0
2022-06-22,Kerala,29.0,87.0,115.0,37.0,31.0,22.0
2022-06-23,Kerala,25.0,82.0,110.0,34.0,32.0,23.0
2022-06-24,Kerala,24.0,81.0,86.0,30.0,35.0,23.0
2022-06-25,Kerala,21.0,81.0,84.0,27.0,40.0,23.0
2022-06-26,Kerala,18.0,79.0,100.0,25.0,51.0,23.0
2022-06-27,Kerala,27.0,84.0,115.0,34.0,36.0,23.0
2022-06-28,Kerala,21.0,70.0,101.0,31.0,31.0,24.0
2022-06-29,Kerala,27.0,87.0,107.0,34.0,32.0,23.0
2022-06-30,Kerala,18.0,71.0,91.0,27.0,31.0,25.0
2022-07-01,Kerala,25.0,91.0,86.0,31.0,37.0,23.0
2022-07-02,Kerala,25.0,93.0,82.0,30.0,45.0,22.0
2022-07-03,Kerala,14.0,75.0,76.0,20.0,51.0,25.0
2022-07-04,Kerala,28.0,87.0,108.0,33.0,35.0,23.0
2022-07-05,Kerala,25.0,82.0,98.0,32.0,31.0,24.0
2022-07-06,Kerala,31.0,94.0,105.0,35.0,30.0,23.0
2022-07-07,Kerala,33.0,89.0,93.0,30.0,30.0,24.0
2022-07-08,Kerala,38.0,101.0,85.0,36.0,35.0,22.0
2022-07-09,Kerala,32.0,105.0,80.0,30.0,13.0,25.0
2022-07-10,Kerala,16.0,74.0,99.0,25.0,29.0,22.0
2022-07-11,Kerala,31.0,89.0,125.0,35.0,20.0,22.0
2022-07-12,Kerala,32.0,85.0,115.0,38.0,28.0,21.0
2022-07-13,Kerala,30.0,87.0,108.0,36.0,30.0,22.0
2022-07-14,Kerala,28.0,85.0,106.0,35.0,31.0,22.0
2022-07-15,Kerala,23.0,79.0,85.0,29.0,35.0,24.0
2022-07-16,Kerala,21.0,81.0,78.0,28.0,42.0,22.0
2022-07-17,Kerala,19.0,75.0,86.0,23.0,48.0,24.0
2022-07-18,Kerala,23.0,78.0,103.0,29.0,34.0,25.0
2022-07-19,Kerala,32.0,87.0,117.0,37.0,33.0,26.0
2022-07-20,Kerala,30.0,86.0,111.0,36.0,32.0,23.0
2022-07-21,Kerala,30.0,86.0,109.0,35.0,35.0,23.0
2022-07-22,Kerala,28.0,84.0,89.0,31.0,40.0,23.0
2022-07-23,Kerala,26.0,87.0,88.0,30.0,42.0,22.0
2022-07-24,Kerala,14.0,68.0,84.0,17.0,44.0,23.0
2022-07-25,Kerala,28.0,84.0,107.0,30.0,37.0,25.0
2022-07-26,Kerala,31.0,85.0,114.0,35.0,35.0,23.0
2022-07-27,Kerala,31.0,88.0,115.0,37.0,36.0,22.0
2022-07-28,Kerala,30.0,83.0,127.0,28.0,3.0,27.0
2022-07-29,Kerala,33.0,92.0,94.0,33.0,41.0,22.0
2022-07-30,Kerala,27.0,87.0,85.0,29.0,52.0,21.0
2022-07-31,Kerala,26.0,84.0,95.0,25.0,56.0,23.0
2022-08-01,Kerala,22.0,74.0,102.0,28.0,38.0,25.0
2022-08-02,Kerala,27.0,83.0,98.0,26.0,23.0,27.0
2022-08-03,Kerala,27.0,87.0,95.0,25.0,19.0,28.0
2022-08-04,Kerala,19.0,78.0,88.0,23.0,27.0,27.0
2022-08-05,Kerala,26.0,90.0,78.0,25.0,29.0,26.0
2022-08-06,Kerala,27.0,95.0,77.0,29.0,47.0,23.0
2022-08-07,Kerala,24.0,87.0,83.0,21.0,51.0,25.0
2022-08-08,Kerala,36.0,95.0,113.0,34.0,35.0,24.0
2022-08-09,Kerala,39.0,93.0,116.0,32.0,6.0,26.0
2022-08-10,Kerala,41.0,102.0,119.0,43.0,38.0,20.0
2022-08-11,Kerala,38.0,96.0,112.0,39.0,39.0,22.0
2022-08-12,Kerala,43.0,99.0,96.0,41.0,44.0,21.0
2022-08-13,Kerala,41.0,98.0,99.0,38.0,31.0,21.0
2022-08-14,Kerala,46.0,100.0,118.0,36.0,60.0,20.0
2022-08-15,Kerala,53.0,94.0,167.0,40.0,-8.0,29.0
2022-08-16,Kerala,48.0,104.0,129.0,47.0,37.0,22.0
2022-08-17,Kerala,51.0,106.0,138.0,47.0,38.0,23.0
2022-08-18,Kerala,49.0,103.0,139.0,41.0,8.0,27.0
2022-08-19,Kerala,43.0,106.0,109.0,40.0,42.0,25.0
2022-08-20,Kerala,39.0,99.0,106.0,40.0,58.0,23.0
2022-08-21,Kerala,45.0,96.0,118.0,38.0,60.0,23.0
2022-08-22,Kerala,32.0,83.0,116.0,35.0,40.0,28.0
2022-08-23,Kerala,40.0,95.0,119.0,39.0,36.0,27.0
2022-08-24,Kerala,41.0,99.0,120.0,39.0,36.0,26.0
2022-08-25,Kerala,40.0,99.0,119.0,38.0,38.0,26.0
2022-08-26,Kerala,37.0,99.0,98.0,36.0,45.0,26.0
2022-08-27,Kerala,33.0,93.0,89.0,33.0,47.0,26.0
2022-08-28,Kerala,39.0,100.0,105.0,34.0,67.0,25.0
2022-08-29,Kerala,42.0,96.0,124.0,39.0,40.0,26.0
2022-08-30,Kerala,40.0,91.0,117.0,38.0,35.0,25.0
2022-08-31,Kerala,48.0,102.0,116.0,40.0,33.0,23.0
2022-09-01,Kerala,48.0,109.0,118.0,44.0,39.0,20.0
2022-09-02,Kerala,51.0,113.0,103.0,42.0,44.0,20.0
2022-09-03,Kerala,46.0,110.0,98.0,42.0,53.0,18.0
2022-09-04,Kerala,56.0,121.0,112.0,42.0,77.0,19.0
2022-09-05,Kerala,58.0,110.0,138.0,44.0,26.0,20.0
2022-09-06,Kerala,72.0,138.0,144.0,56.0,20.0,18.0
2022-09-07,Kerala,73.0,154.0,163.0,60.0,-13.0,21.0
2022-09-08,Kerala,12.0,37.0,170.0,21.0,-56.0,31.0
2022-09-09,Kerala,45.0,88.0,144.0,34.0,-26.0,22.0
2022-09-10,Kerala,34.0,83.0,125.0,34.0,-6.0,21.0
2022-09-11,Kerala,44.0,94.0,126.0,46.0,49.0,16.0
2022-09-12,Kerala,48.0,102.0,136.0,46.0,36.0,21.0
2022-09-13,Kerala,45.0,100.0,127.0,44.0,36.0,21.0
2022-09-14,Kerala,45.0,103.0,127.0,43.0,38.0,21.0
2022-09-15,Kerala,40.0,98.0,122.0,39.0,39.0,21.0
2022-09-16,Kerala,38.0,96.0,100.0,34.0,43.0,21.0
2022-09-17,Kerala,34.0,94.0,97.0,33.0,51.0,21.0
2022-09-18,Kerala,31.0,89.0,109.0,28.0,60.0,23.0
2022-09-19,Kerala,37.0,93.0,124.0,36.0,43.0,22.0
2022-09-20,Kerala,41.0,93.0,125.0,38.0,38.0,21.0
2022-09-21,Kerala,40.0,93.0,134.0,32.0,3.0,26.0
2022-09-22,Kerala,40.0,106.0,118.0,40.0,39.0,20.0
2022-09-23,Kerala,-19.0,16.0,72.0,-10.0,-16.0,40.0
2022-09-24,Kerala,35.0,104.0,94.0,33.0,56.0,20.0
2022-09-25,Kerala,30.0,91.0,106.0,26.0,65.0,23.0
2022-09-26,Kerala,39.0,98.0,124.0,36.0,45.0,22.0
2022-09-27,Kerala,41.0,96.0,123.0,37.0,40.0,21.0
2022-09-28,Kerala,41.0,98.0,122.0,37.0,39.0,21.0
2022-09-29,Kerala,37.0,95.0,118.0,35.0,41.0,21.0
2022-09-30,Kerala,42.0,98.0,99.0,36.0,47.0,20.0
2022-10-01,Kerala,36.0,99.0,99.0,37.0,56.0,19.0
2022-10-02,Kerala,37.0,96.0,116.0,31.0,57.0,21.0
2022-10-03,Kerala,55.0,107.0,159.0,37.0,18.0,22.0
2022-10-04,Kerala,57.0,99.0,178.0,36.0,-14.0,24.0
2022-10-05,Kerala,54.0,104.0,167.0,42.0,-12.0,23.0
2022-10-06,Kerala,40.0,102.0,122.0,41.0,42.0,20.0
2022-10-07,Kerala,43.0,102.0,102.0,36.0,45.0,21.0
2022-10-08,Kerala,38.0,97.0,103.0,29.0,29.0,22.0
2022-10-09,Kerala,29.0,84.0,103.0,26.0,55.0,23.0
2022-10-10,Kerala,41.0,96.0,124.0,37.0,46.0,21.0
2022-10-11,Kerala,40.0,93.0,121.0,37.0,42.0,21.0
2022-10-12,Kerala,41.0,98.0,123.0,38.0,42.0,20.0
2022-10-13,Kerala,35.0,91.0,114.0,33.0,43.0,21.0
2022-10-14,Kerala,35.0,94.0,96.0,32.0,49.0,21.0
2022-10-15,Kerala,32.0,93.0,93.0,30.0,56.0,20.0
2020-02-15,Lakshadweep,0.0,0.0,1.0,0.0,9.0,0.0
2020-02-16,Lakshadweep,0.0,0.0,10.0,0.0,-4.0,0.0
2020-02-17,Lakshadweep,0.0,0.0,5.0,0.0,7.0,0.0
2020-02-18,Lakshadweep,0.0,0.0,3.0,0.0,4.0,0.0
2020-02-19,Lakshadweep,0.0,0.0,-4.0,0.0,1.0,0.0
2020-02-20,Lakshadweep,0.0,0.0,4.0,0.0,1.0,0.0
2020-02-21,Lakshadweep,0.0,0.0,5.0,0.0,-6.0,0.0
2020-02-22,Lakshadweep,0.0,0.0,0.0,0.0,5.0,0.0
2020-02-23,Lakshadweep,0.0,0.0,9.0,0.0,14.0,0.0
2020-02-24,Lakshadweep,0.0,0.0,6.0,0.0,4.0,0.0
2020-02-25,Lakshadweep,0.0,0.0,6.0,0.0,6.0,0.0
2020-02-26,Lakshadweep,0.0,0.0,2.0,0.0,3.0,0.0
2020-02-27,Lakshadweep,0.0,0.0,13.0,0.0,10.0,0.0
2020-02-28,Lakshadweep,0.0,0.0,19.0,0.0,8.0,0.0
2020-02-29,Lakshadweep,0.0,0.0,8.0,0.0,2.0,0.0
2020-03-01,Lakshadweep,0.0,0.0,2.0,0.0,4.0,0.0
2020-03-02,Lakshadweep,0.0,0.0,-5.0,0.0,1.0,0.0
2020-03-03,Lakshadweep,0.0,0.0,10.0,0.0,1.0,0.0
2020-03-04,Lakshadweep,0.0,0.0,7.0,0.0,-3.0,0.0
2020-03-05,Lakshadweep,0.0,0.0,13.0,0.0,10.0,0.0
2020-03-06,Lakshadweep,0.0,0.0,1.0,0.0,11.0,0.0
2020-03-07,Lakshadweep,0.0,0.0,4.0,0.0,10.0,0.0
2020-03-08,Lakshadweep,0.0,0.0,9.0,0.0,12.0,0.0
2020-03-09,Lakshadweep,0.0,0.0,7.0,0.0,8.0,0.0
2020-03-10,Lakshadweep,0.0,0.0,8.0,0.0,-17.0,0.0
2020-03-11,Lakshadweep,0.0,0.0,4.0,0.0,1.0,0.0
2020-03-12,Lakshadweep,0.0,0.0,8.0,0.0,0.0,0.0
2020-03-13,Lakshadweep,0.0,0.0,11.0,0.0,5.0,0.0
2020-03-14,Lakshadweep,0.0,0.0,1.0,0.0,3.0,0.0
2020-03-15,Lakshadweep,0.0,0.0,12.0,0.0,2.0,0.0
2020-03-16,Lakshadweep,0.0,0.0,10.0,0.0,7.0,0.0
2020-03-17,Lakshadweep,0.0,0.0,13.0,0.0,1.0,0.0
2020-03-18,Lakshadweep,0.0,0.0,11.0,0.0,0.0,0.0
2020-03-19,Lakshadweep,0.0,0.0,16.0,0.0,-6.0,0.0
2020-03-20,Lakshadweep,0.0,0.0,21.0,0.0,6.0,0.0
2020-03-21,Lakshadweep,0.0,0.0,18.0,0.0,-9.0,0.0
2020-03-22,Lakshadweep,0.0,0.0,1.0,0.0,-31.0,0.0
2020-03-23,Lakshadweep,0.0,0.0,15.0,0.0,-32.0,0.0
2020-03-24,Lakshadweep,0.0,0.0,12.0,0.0,-11.0,0.0
2020-03-25,Lakshadweep,0.0,0.0,-6.0,0.0,-28.0,0.0
2020-03-26,Lakshadweep,0.0,0.0,-16.0,0.0,-31.0,0.0
2020-03-27,Lakshadweep,0.0,0.0,-19.0,0.0,-32.0,0.0
2020-03-28,Lakshadweep,0.0,0.0,-22.0,0.0,-33.0,0.0
2020-03-29,Lakshadweep,0.0,0.0,-22.0,0.0,-37.0,0.0
2020-03-30,Lakshadweep,0.0,0.0,-23.0,0.0,-32.0,0.0
2020-03-31,Lakshadweep,0.0,0.0,-23.0,0.0,-31.0,0.0
2020-04-01,Lakshadweep,0.0,0.0,-24.0,0.0,-39.0,0.0
2020-04-02,Lakshadweep,0.0,0.0,-12.0,0.0,-31.0,0.0
2020-04-03,Lakshadweep,0.0,0.0,-23.0,0.0,-23.0,0.0
2020-04-04,Lakshadweep,0.0,0.0,-24.0,0.0,-29.0,0.0
2020-04-05,Lakshadweep,0.0,0.0,-25.0,0.0,-27.0,0.0
2020-04-06,Lakshadweep,0.0,0.0,-20.0,0.0,-28.0,0.0
2020-04-07,Lakshadweep,0.0,0.0,-4.0,0.0,-28.0,0.0
2020-04-08,Lakshadweep,0.0,0.0,-7.0,0.0,-29.0,0.0
2020-04-09,Lakshadweep,0.0,0.0,-8.0,0.0,-30.0,0.0
2020-04-10,Lakshadweep,0.0,0.0,-1.0,0.0,-29.0,0.0
2020-04-11,Lakshadweep,0.0,0.0,-3.0,0.0,-24.0,0.0
2020-04-12,Lakshadweep,0.0,0.0,-6.0,0.0,-25.0,0.0
2020-04-13,Lakshadweep,0.0,0.0,-3.0,0.0,-21.0,0.0
2020-04-14,Lakshadweep,0.0,0.0,-2.0,0.0,-39.0,0.0
2020-04-15,Lakshadweep,0.0,0.0,6.0,0.0,-18.0,0.0
2020-04-16,Lakshadweep,0.0,0.0,20.0,0.0,-19.0,0.0
2020-04-17,Lakshadweep,0.0,0.0,15.0,0.0,-16.0,0.0
2020-04-18,Lakshadweep,0.0,0.0,9.0,0.0,-14.0,0.0
2020-04-19,Lakshadweep,0.0,0.0,13.0,0.0,-17.0,0.0
2020-04-20,Lakshadweep,0.0,0.0,18.0,0.0,-13.0,0.0
2020-04-21,Lakshadweep,0.0,0.0,24.0,0.0,-7.0,0.0
2020-04-22,Lakshadweep,0.0,0.0,20.0,0.0,-11.0,0.0
2020-04-23,Lakshadweep,0.0,0.0,33.0,0.0,-7.0,0.0
2020-04-24,Lakshadweep,0.0,0.0,24.0,0.0,-3.0,0.0
2020-04-25,Lakshadweep,0.0,0.0,11.0,0.0,-25.0,0.0
2020-04-26,Lakshadweep,0.0,0.0,18.0,0.0,-20.0,0.0
2020-04-27,Lakshadweep,0.0,0.0,20.0,0.0,-14.0,0.0
2020-04-28,Lakshadweep,0.0,0.0,21.0,0.0,-12.0,0.0
2020-04-29,Lakshadweep,0.0,0.0,21.0,0.0,-16.0,0.0
2020-04-30,Lakshadweep,0.0,0.0,14.0,0.0,-13.0,0.0
2020-05-01,Lakshadweep,0.0,0.0,17.0,0.0,-3.0,0.0
2020-05-02,Lakshadweep,0.0,0.0,24.0,0.0,-12.0,0.0
2020-05-03,Lakshadweep,0.0,0.0,19.0,0.0,-11.0,0.0
2020-05-04,Lakshadweep,0.0,0.0,25.0,0.0,-12.0,0.0
2020-05-05,Lakshadweep,0.0,0.0,21.0,0.0,-13.0,0.0
2020-05-06,Lakshadweep,0.0,0.0,27.0,0.0,-11.0,0.0
2020-05-07,Lakshadweep,0.0,0.0,33.0,0.0,-29.0,0.0
2020-05-08,Lakshadweep,0.0,0.0,34.0,0.0,-4.0,0.0
2020-05-09,Lakshadweep,0.0,0.0,30.0,0.0,-9.0,0.0
2020-05-10,Lakshadweep,0.0,0.0,30.0,0.0,-9.0,0.0
2020-05-11,Lakshadweep,0.0,0.0,33.0,0.0,-6.0,0.0
2020-05-12,Lakshadweep,0.0,0.0,30.0,0.0,-11.0,0.0
2020-05-13,Lakshadweep,0.0,0.0,29.0,0.0,-15.0,0.0
2020-05-14,Lakshadweep,0.0,0.0,36.0,0.0,-8.0,0.0
2020-05-15,Lakshadweep,0.0,0.0,35.0,0.0,3.0,0.0
2020-05-16,Lakshadweep,0.0,0.0,29.0,0.0,-9.0,0.0
2020-05-17,Lakshadweep,0.0,0.0,30.0,0.0,-7.0,0.0
2020-05-18,Lakshadweep,0.0,0.0,32.0,0.0,-3.0,0.0
2020-05-19,Lakshadweep,0.0,0.0,38.0,0.0,-6.0,0.0
2020-05-20,Lakshadweep,0.0,0.0,36.0,0.0,-11.0,0.0
2020-05-21,Lakshadweep,0.0,0.0,44.0,0.0,-26.0,0.0
2020-05-22,Lakshadweep,0.0,0.0,44.0,0.0,1.0,0.0
2020-05-23,Lakshadweep,0.0,0.0,29.0,0.0,-15.0,0.0
2020-05-24,Lakshadweep,0.0,0.0,40.0,0.0,-6.0,0.0
2020-05-25,Lakshadweep,0.0,0.0,54.0,0.0,-33.0,0.0
2020-05-26,Lakshadweep,0.0,0.0,41.0,0.0,-7.0,0.0
2020-05-27,Lakshadweep,0.0,0.0,42.0,0.0,-9.0,0.0
2020-05-28,Lakshadweep,0.0,0.0,44.0,0.0,-1.0,0.0
2020-05-29,Lakshadweep,0.0,0.0,35.0,0.0,10.0,0.0
2020-05-30,Lakshadweep,0.0,0.0,20.0,0.0,-6.0,0.0
2020-05-31,Lakshadweep,0.0,0.0,34.0,0.0,-5.0,0.0
2020-06-01,Lakshadweep,0.0,0.0,23.0,0.0,-5.0,0.0
2020-06-02,Lakshadweep,0.0,0.0,27.0,0.0,-1.0,0.0
2020-06-03,Lakshadweep,0.0,0.0,33.0,0.0,-4.0,0.0
2020-06-04,Lakshadweep,0.0,0.0,36.0,0.0,-1.0,0.0
2020-06-05,Lakshadweep,0.0,0.0,41.0,0.0,5.0,0.0
2020-06-06,Lakshadweep,0.0,0.0,24.0,0.0,-12.0,0.0
2020-06-07,Lakshadweep,0.0,0.0,31.0,0.0,-13.0,0.0
2020-06-08,Lakshadweep,0.0,0.0,34.0,0.0,3.0,0.0
2020-06-09,Lakshadweep,0.0,0.0,34.0,0.0,5.0,0.0
2020-06-10,Lakshadweep,0.0,0.0,32.0,0.0,1.0,0.0
2020-06-11,Lakshadweep,0.0,0.0,28.0,0.0,2.0,0.0
2020-06-12,Lakshadweep,0.0,0.0,36.0,0.0,15.0,0.0
2020-06-13,Lakshadweep,0.0,0.0,26.0,0.0,-4.0,0.0
2020-06-14,Lakshadweep,0.0,0.0,34.0,0.0,-2.0,0.0
2020-06-15,Lakshadweep,0.0,0.0,36.0,0.0,3.0,0.0
2020-06-16,Lakshadweep,0.0,0.0,39.0,0.0,3.0,0.0
2020-06-17,Lakshadweep,0.0,0.0,25.0,0.0,-3.0,0.0
2020-06-18,Lakshadweep,0.0,0.0,26.0,0.0,3.0,0.0
2020-06-19,Lakshadweep,0.0,0.0,21.0,0.0,16.0,0.0
2020-06-20,Lakshadweep,0.0,0.0,22.0,0.0,-2.0,0.0
2020-06-21,Lakshadweep,0.0,0.0,21.0,0.0,-3.0,0.0
2020-06-22,Lakshadweep,0.0,0.0,19.0,0.0,0.0,0.0
2020-06-23,Lakshadweep,0.0,0.0,23.0,0.0,2.0,0.0
2020-06-24,Lakshadweep,0.0,0.0,11.0,0.0,1.0,0.0
2020-06-25,Lakshadweep,0.0,0.0,14.0,0.0,1.0,0.0
2020-06-26,Lakshadweep,0.0,0.0,20.0,0.0,12.0,0.0
2020-06-27,Lakshadweep,0.0,0.0,19.0,0.0,-3.0,0.0
2020-06-28,Lakshadweep,0.0,0.0,27.0,0.0,-3.0,0.0
2020-06-29,Lakshadweep,0.0,0.0,18.0,0.0,3.0,0.0
2020-06-30,Lakshadweep,0.0,0.0,22.0,0.0,5.0,0.0
2020-07-01,Lakshadweep,0.0,0.0,14.0,0.0,2.0,0.0
2020-07-02,Lakshadweep,0.0,0.0,18.0,0.0,3.0,0.0
2020-07-03,Lakshadweep,0.0,0.0,14.0,0.0,12.0,0.0
2020-07-04,Lakshadweep,0.0,0.0,14.0,0.0,-4.0,0.0
2020-07-05,Lakshadweep,0.0,0.0,29.0,0.0,-3.0,0.0
2020-07-06,Lakshadweep,0.0,0.0,20.0,0.0,10.0,0.0
2020-07-07,Lakshadweep,0.0,0.0,22.0,0.0,11.0,0.0
2020-07-08,Lakshadweep,0.0,0.0,12.0,0.0,1.0,0.0
2020-07-09,Lakshadweep,0.0,0.0,21.0,0.0,6.0,0.0
2020-07-10,Lakshadweep,0.0,0.0,16.0,0.0,16.0,0.0
2020-07-11,Lakshadweep,0.0,0.0,11.0,0.0,-4.0,0.0
2020-07-12,Lakshadweep,0.0,0.0,30.0,0.0,6.0,0.0
2020-07-13,Lakshadweep,0.0,0.0,15.0,0.0,6.0,0.0
2020-07-14,Lakshadweep,0.0,0.0,16.0,0.0,6.0,0.0
2020-07-15,Lakshadweep,0.0,0.0,16.0,0.0,5.0,0.0
2020-07-16,Lakshadweep,0.0,0.0,17.0,0.0,1.0,0.0
2020-07-17,Lakshadweep,0.0,0.0,17.0,0.0,9.0,0.0
2020-07-18,Lakshadweep,0.0,0.0,16.0,0.0,1.0,0.0
2020-07-19,Lakshadweep,0.0,0.0,20.0,0.0,4.0,0.0
2020-07-20,Lakshadweep,0.0,0.0,11.0,0.0,-7.0,0.0
2020-07-21,Lakshadweep,0.0,0.0,20.0,0.0,5.0,0.0
2020-07-22,Lakshadweep,0.0,0.0,20.0,0.0,3.0,0.0
